nodes,age1,age2,age3,age4,an,bn,edi3
66,0.04212955519207033,0.03344616008975054,0.031832705054939944,0.037296699592853984,-,0.029117937368689104,0.03043000883912175
66_68_86,-,-,-,-,0.03191234442883678,-,-
67,0.0415328858222257,0.043952491554901316,0.03478680921566769,0.028603942493704456,-,0.025950510288112537,0.041114557743629765
67_79_83_85,-,-,-,-,0.040657747154781966,-,-
68_86,0.06635068149121161,0.04651491819851977,0.03337015771820133,0.04020240056691084,-,0.02655564000712654,0.03866852549654084
69_73,-,-,-,-,0.08192336232859816,-,-
7,-,-,-,-,0.1040162630302116,-,-
70,-,-,-,-,0.03446935671219359,0.05090349269549492,-
70_79_83,0.055214507481813224,0.05827320483250163,0.04098858976679916,0.028420631248975772,-,-,0.07299266744158966
71,0.02754393478546299,0.07318335775458977,0.022221185426509117,0.02574920429082845,0.026309758514402724,0.015718209233782143,0.02931816303234549
72_81,0.006391588413000589,0.04869602263361203,0.036141597782631055,0.0213878283543017,0.025612495388073225,0.05203158493487647,0.03735602020948091
74,0.02848557728413207,0.03002187873923271,0.027717087470479403,0.038475894634410035,0.04425303663240438,-,0.03199987392450073
74_75,-,-,-,-,-,0.032496868538614984,-
75,0.03815197047980226,0.030212055169206137,0.04170755538331983,0.0412477821149988,-,-,0.02798907149473866
75_88,-,-,-,-,0.04500771580297686,-,-
76,0.03831324659315261,0.01704006175024055,0.028731436287343877,0.029122806651541905,0.04081007865616261,0.04221646954085397,0.028553288531728314
77,0.0358910908167148,0.03543824923682643,0.02524533215736264,0.03322636917985084,0.04781853632356606,0.040045154429837714,0.03434643209297579
78,0.05191814045856581,0.040791268582866864,0.03557301479952475,0.031786008012917574,0.04314595679094949,0.028138633939939203,0.04264530525009945
79_83_85,-,-,-,-,-,0.02859976670396626,-
7_25_32,-,-,-,-,-,0.07540303262145985,-
7_32,0.10443896484082803,0.06651938674500542,0.07889301285616014,0.05626703747635985,-,-,0.07117319049254142
80,0.08746043531336688,0.04547847670874563,0.037076513280106804,0.05288184878537452,0.046607718817167604,0.02421719541252529,0.047285420225917744
82,0.025660503559619456,0.028760108478603403,0.054459849159735084,0.04592180201157691,0.033904095060380654,0.02055413113797033,0.028441463667524924
84,0.040166273684573116,0.04017134923323984,0.04357901900973006,0.035565281822523186,0.04517838615932006,0.034599104440638205,0.03328791995546651
85,0.049482703560398446,0.03397872369066271,0.036123713743908756,0.03137664769076049,-,-,0.03581690680395799
87,0.0598331211321095,0.04471095082259014,0.028491803546518292,0.02790401844072796,0.03714804130562042,0.02408867880899756,0.03382933225296879
88,0.030358212770856367,0.05189663489557772,0.0271742277659786,0.03217050698289294,-,0.030960960017731794,0.04238811354395868
89,0.0466590618068889,0.03647336287908663,0.04511163524226208,0.04808270483637591,0.055642177925357854,0.022718742103245624,0.0513426461712073
8_44,0.054302595992982566,0.031943251049220356,0.03224363378082937,0.033896176058850695,0.059671879653116586,0.0320966367721527,0.02686198440716896
90,0.040077452009145476,0.04085527093994677,0.024159678035821006,0.024830603552132884,0.021661812805174367,0.024780526637947872,0.028498565226650514
91,0.05397349651920953,0.03295207255871754,0.023035186182877115,0.0348104524971398,0.05312683180271811,0.023494477474337173,0.040534511750696445
9_45_55_59,-,-,-,-,-,-,0.07160219092946901
9_45_55_59_62,0.0909590076932562,0.09989534956052945,0.029419320264197177,0.05052662802223477,-,-,-
9_45_59,-,-,-,-,0.07039082792472787,-,-
9_45_59_62,-,-,-,-,-,0.07523872703201824,-
